seed,r2_teacher_forced,nrmse_teacher_forced,teacher_forced_ok,mse_150,nrmse_150,r2_150,mse_1000,nrmse_1000,r2_1000,valid_prediction_time,valid_threshold,diverged,out_of_range_fraction,grid_clamps,model,series,n_aux,device,seconds
11,0.8996716481727203,0.3167465103632237,False,0.13751067584572155,1.5186847321215937,-1.306403315579237,0.11065995330246543,1.3157235285923177,-0.7311284036914196,8,0.1,False,0.036,0,ABC-noaux-shuffled-history,MG_standard,0,cpu,2.9915759563446045
12,0.9968704407868968,0.055942463416470675,True,1.1857211358580293,4.45954652617101,-18.88755521908393,2.141203295501319,5.787597912761608,-32.49628959980252,14,0.1,True,0.693,0,M0-noaux,MG_standard,0,cpu,2.5626096725463867
12,0.9759741203616042,0.15500283751723964,False,0.4407038119048939,2.7187722096278777,-6.391722327844851,0.6782853636664457,3.257433981883629,-9.610876146330234,4,0.1,True,0.593,0,AB-noaux-kraus,MG_standard,0,cpu,3.8849194049835205
12,0.9611768302297102,0.19703596060183975,False,0.04138822824807353,0.8331780813147588,0.3058142848166572,5.900654091685724,9.607700975178275,-91.30791802844158,1,0.1,True,0.843,0,ABC-noaux-kraus,MG_standard,0,cpu,4.997298240661621
12,0.9988241212446064,0.03429108857113734,True,0.045855607345588315,0.8769920238740696,0.2308849900612634,0.0789816840653964,1.1115591924754986,-0.2355638383767824,26,0.1,False,0.004,0,ABC-noaux-tied,MG_standard,0,cpu,5.323901176452637
12,0.9611768302297102,0.19703596060183975,False,0.04138822824807353,0.8331780813147588,0.3058142848166572,5.900654091685724,9.607700975178275,-91.30791802844158,1,0.1,True,0.843,0,ABC-noaux-hierarchical,MG_standard,0,cpu,4.985287189483643
12,0.9023087800424962,0.31255594692391286,False,0.10373732024823507,1.3190672298156825,-0.7399383567736186,0.09821056489507467,1.2395056316500548,-0.5363742108922014,0,0.1,False,0.02,0,ABC-noaux-shuffled-history,MG_standard,0,cpu,2.9300239086151123
13,0.9989531129837836,0.032355633454104374,True,0.9304390511597599,3.950421019814139,-14.605826233789385,1.5960790106836868,4.996853226209803,-23.968542164283317,13,0.1,True,0.737,0,M0-noaux,MG_standard,0,cpu,2.5351693630218506
13,0.9782804883551567,0.14737541058413808,False,0.46352865371417995,2.788288525392712,-6.774552900836665,0.6722619822026684,3.242938223450159,-9.516648321114074,4,0.1,False,0.624,0,AB-noaux-kraus,MG_standard,0,cpu,3.9152143001556396
13,0.9654191971179014,0.1859591430451824,False,0.02417622213554092,0.6367861914439193,0.594503346386348,2.574231396863952,6.3458995196218515,-39.27044071313685,1,0.1,False,0.823,0,ABC-noaux-kraus,MG_standard,0,cpu,5.011455774307251
