seed,omega,nonmarkovianity,mean_trace_distance,max_trace_distance,final_trace_distance,steps,seconds
34,1.0,5.9687491915649815e-06,0.0015880539783199386,0.918716311454773,1.516760050890298e-08,1000,14.149937629699707
34,0.5,5.743953489290021e-06,0.0030403080406591447,0.918716549873352,1.2745987376661105e-08,1000,19.01952600479126
34,0.0,0.1918181478182035,0.02569673029005559,0.918716549873352,4.792953234300512e-08,1000,4.132150173187256
35,1.0,5.8737157129229445e-06,0.001640442893056345,0.9508174061775208,2.099518070508566e-08,1000,10.975080251693726
35,0.5,6.1920877878485214e-06,0.0030444516415624586,0.9508172869682312,2.138152055408682e-08,1000,12.752819299697876
35,0.0,0.03152462141948931,0.0186381856660918,0.9508171677589417,3.352858612970522e-08,1000,5.633425951004028
36,1.0,5.759316248798996e-06,0.001972333686735803,0.9836032390594482,1.0350345469589683e-08,1000,9.563590288162231
36,0.5,5.738378785480336e-06,0.0038542438620900754,0.9836031198501587,5.675850900388468e-08,1000,15.981066703796387
36,0.0,1.107448438509138,0.039192897101501166,0.9836031198501587,6.813858277610052e-08,1000,3.71657657623291
37,1.0,5.434621386024574e-06,0.0017938762097144821,0.9545632004737854,1.7683722930428303e-08,1000,16.782710552215576
37,0.5,5.471581478122545e-06,0.0036004400277429398,0.9545632600784302,5.280991999256912e-08,1000,11.996768474578857
37,0.0,0.7490159050301202,0.034925960207830994,0.9545631408691406,6.138169084124456e-08,1000,4.662536859512329
38,1.0,5.4787300802772165e-06,0.0018170596785113703,0.9804319143295288,2.298697587832521e-08,1000,14.985193490982056
38,0.5,6.277516118480264e-06,0.003480848688216645,0.9804319143295288,2.0200717543161772e-08,1000,11.034128904342651
38,0.0,0.2533225412683251,0.028245240550304578,0.9804320335388184,4.2170917424755316e-08,1000,3.802992105484009
39,1.0,5.9283067885829155e-06,0.0019497181177801947,0.9771600961685181,6.146727571376687e-08,1000,14.034131526947021
39,0.5,5.672133346124042e-06,0.003765527657239317,0.9771599769592285,1.4487859800738079e-08,1000,11.815511703491211
