architecture,task,trial,value,state,omega_b,omega_c,eta_ab,eta_bc,omega,eta,eta_ac
ABC-embedded-parallel,paper_s0_s10,22,0.5880497069316399,TrialState.COMPLETE,0.7953286570983007,0.13950631295957183,0.2537863700665969,,,,0.09784911469708926
ABC-embedded-parallel,paper_s0_s10,23,0.42704786227306246,TrialState.COMPLETE,0.6796496449148403,0.12245612757807851,0.4692309505214495,,,,0.08075959676397126
ABC-embedded-parallel,paper_s0_s10,24,0.5936677381686544,TrialState.COMPLETE,0.4596712817432014,0.0037721250233718473,0.19903623790688196,,,,0.1887574792141825
ABC-embedded-parallel,paper_s0_s10,25,0.5606385481421279,TrialState.COMPLETE,0.4823129499344303,0.006410375596038411,0.06938394010150473,,,,0.21628934493488972
ABC-embedded-parallel,paper_s0_s10,26,0.6666475391758536,TrialState.COMPLETE,0.11536691812778127,0.07828524813952228,0.6640333476285465,,,,0.44875029716090087
ABC-embedded-parallel,paper_s0_s10,27,0.510661371970861,TrialState.COMPLETE,0.11361410643868944,0.3203397352579166,0.8138201301512629,,,,0.4617559238781758
ABC-embedded-parallel,paper_s0_s10,28,0.7029228902794006,TrialState.COMPLETE,0.10579403712830973,0.08886586747910549,0.6508956346517367,,,,0.5924638929864049
ABC-embedded-parallel,paper_s0_s10,29,0.6701765726831055,TrialState.COMPLETE,0.10724860741547446,0.09817031464901471,1.2631996035019344,,,,0.536202864933088
ABC-embedded-parallel,paper_s0_s10,30,0.42203133154289585,TrialState.COMPLETE,0.37652325851471213,0.14045617485754355,1.2628660482544303,,,,0.6001265032400094
ABC-embedded-parallel,paper_s0_s10,31,0.6679035912800514,TrialState.COMPLETE,0.11096598122363789,0.07415463393802774,0.9624624278405418,,,,0.5701737191282641
ABC-embedded-hierarchical,p1_0_10_30,0,0.0024653425024651543,TrialState.COMPLETE,0.3745401188473625,0.9507143064099162,1.1266140008523318,0.9305046995616021,,,
ABC-embedded-hierarchical,p1_0_10_30,1,0.0036779081760212403,TrialState.COMPLETE,0.15601864044243652,0.15599452033620265,0.1354291634239671,1.3239686935631354,,,
ABC-embedded-hierarchical,p1_0_10_30,2,0.0018059554989901154,TrialState.COMPLETE,0.6011150117432088,0.7080725777960455,0.08027559859919674,1.4765398478820424,,,
ABC-embedded-hierarchical,p1_0_10_30,3,0.001977469569663674,TrialState.COMPLETE,0.8324426408004217,0.21233911067827616,0.3174274938878061,0.31975067941004887,,,
ABC-embedded-hierarchical,p1_0_10_30,4,0.009262256294318027,TrialState.COMPLETE,0.3042422429595377,0.5247564316322378,0.685303146796177,0.478338749658916,,,
ABC-embedded-hierarchical,p1_0_10_30,5,0.005127767761275544,TrialState.COMPLETE,0.6118528947223795,0.13949386065204183,0.4796852759583849,0.5888436533941692,,,
ABC-embedded-hierarchical,p1_0_10_30,6,0.00281919448838554,TrialState.COMPLETE,0.45606998421703593,0.7851759613930136,0.34367946535575983,0.8063341231301764,,,
ABC-embedded-hierarchical,p1_0_10_30,7,0.0049180412564521145,TrialState.COMPLETE,0.5924145688620425,0.046450412719997725,0.943574736539785,0.300806254749187,,,
ABC-embedded-hierarchical,p1_0_10_30,8,0.0032144121356251195,TrialState.COMPLETE,0.06505159298527952,0.9488855372533332,1.47024804728155,1.2389878502004263,,,
ABC-embedded-hierarchical,p1_0_10_30,9,0.004449499675616862,TrialState.COMPLETE,0.3046137691733707,0.09767211400638387,1.0563674220658354,0.6973746710218193,,,
ABC-embedded-hierarchical,p1_0_10_30,10,0.003252697351132096,TrialState.COMPLETE,0.9512678728574567,0.47332732145466855,0.6824088841665173,0.0764182606766236,,,
ABC-embedded-hierarchical,p1_0_10_30,11,0.0052343785208941365,TrialState.COMPLETE,0.682300042347168,0.4028904446663975,0.6287386919777649,0.5285382899021607,,,
ABC-embedded-hierarchical,p1_0_10_30,12,0.002496526117484114,TrialState.COMPLETE,0.7836296211490166,0.43064580820837617,0.734356093027958,0.4855157950825285,,,
ABC-embedded-hierarchical,p1_0_10_30,13,0.0028704669051974542,TrialState.COMPLETE,0.25238309823298266,0.41610217386848414,0.722832587948871,1.001919540281559,,,
ABC-embedded-hierarchical,p1_0_10_30,14,0.0023135709912594617,TrialState.COMPLETE,0.017623349089219364,0.5916836359300595,0.5589159330338807,0.3652970142077449,,,
ABC-embedded-hierarchical,p1_0_10_30,15,0.00427057040548123,TrialState.COMPLETE,0.49630889298286396,0.32176717760026463,0.9458236010851281,0.15376218064938763,,,
ABC-embedded-hierarchical,p1_0_10_30,16,0.002830203658463804,TrialState.COMPLETE,0.7404881812916884,0.5931325497848737,1.4113422105317328,0.5541879340100028,,,
